Rok(y) podpory,Název žadatele,Název projektu,Oblast podpory,Poskytovatel dotace,Přidělená částka [Kč],Název výzvy;;;;
2022,Na Výminku s.r.o.,Na Výminku s.r.o.,Oblast sociální péče,Magistrát města Ostravy,480000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2022 včetně Podmínek pro jednotlivé oblasti;;;;
2022,Centrum pro rodinu a sociální péči z. s.,Středisko VÝZVA - odlehčovací služba RESPIT 2022,Oblast sociální péče,Magistrát města Ostravy,100000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2022 včetně Podmínek pro jednotlivé oblasti;;;;
2022,Centrum pro rodinu a sociální péči z. s.,Středisko VÝZVA - osobní asistence OASA 2019 - 2022,Oblast sociální péče,Magistrát města Ostravy,600000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2022 včetně Podmínek pro jednotlivé oblasti;;;;
"2022,""Nová šance, z.s."",Azylový dům Nová šance,Oblast sociální péče,Magistrát města Ostravy,0,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2022 včetně Podmínek pro jednotlivé oblasti";;;;
"2022,""Péče srdcem, z.ú."",Péče srdcem - osobní asistence 2022,Oblast sociální péče,Magistrát města Ostravy,75000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2022 včetně Podmínek pro jednotlivé oblasti";;;;
"2022,""Armáda spásy v České republice, z. s."",""Armáda spásy, Domov Přístav Ostrava - Zukalova (2019-2022)"",Oblast sociální péče,Magistrát města Ostravy,400000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2022 včetně Podmínek pro jednotlivé oblasti";;;;
"2022,""Armáda spásy v České republice, z. s."",""Armáda spásy, Domov Přístav Ostrava - Kunčičky (20196-2022)"",Oblast sociální péče,Magistrát města Ostravy,1570000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2022 včetně Podmínek pro jednotlivé oblasti";;;;
"2022,""Armáda spásy v České republice, z. s."",""Armáda spásy, Adelante, Azylový dům Ostrava (2022)"",Oblast sociální péče,Magistrát města Ostravy,0,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2022 včetně Podmínek pro jednotlivé oblasti";;;;
2022,Služby Dobrého Pastýře,Dům sv. Eufrazie-azylový dům,Oblast sociální péče,Magistrát města Ostravy,0,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2022 včetně Podmínek pro jednotlivé oblasti;;;;
2022,Charita Ostrava,Hospic sv. Lukáše - odlehčovací služby,Oblast sociální péče,Magistrát města Ostravy,350000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2022 včetně Podmínek pro jednotlivé oblasti;;;;
2022,Charita Ostrava,Charitní dům Salvator Krnov - domov pro osoby se specifickými potřebami,Oblast sociální péče,Magistrát města Ostravy,500000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2022 včetně Podmínek pro jednotlivé oblasti;;;;
2022,Charita Ostrava,Charitní dům sv. Václava - domov pokojného stáří,Oblast sociální péče,Magistrát města Ostravy,650000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2022 včetně Podmínek pro jednotlivé oblasti;;;;
2022,Charita Ostrava,Charitní dům sv. Alžběty - zařízení pro přechodný pobyt seniorů,Oblast sociální péče,Magistrát města Ostravy,131000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2022 včetně Podmínek pro jednotlivé oblasti;;;;
2022,Charita Ostrava,Charitní pečovatelská služba - středisko Tereza,Oblast sociální péče,Magistrát města Ostravy,600000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2022 včetně Podmínek pro jednotlivé oblasti;;;;
2023,FBC OSTRAVA z.s.,CHAMPIONS CUP 2023,Oblast sportu,Magistrát města Ostravy,150000,Mimořádná dotace;;;;
2022,Nadační fond MY,MORAVIA STAR OPEN,Oblast sportu,Magistrát města Ostravy,15000,Mimořádná dotace;;;;
"2022,""Divadlo loutek Ostrava, příspěvková organizace"",Účast DLO na 41. mezinárodním loutkovém festivalu v Bilbau,Oblast kultura,Magistrát města Ostravy,150000,Mimořádný příspěvek";;;;
2022,Mgr. Radovan Šťastný  ,CROSSPARK Hulváky,Oblast revitalizace veřejného prostoru,Magistrát města Ostravy,500000,Mimořádná dotace;;;;
2022,Rodinné a komunitní centrum Chaloupka z.s.,Chaloupka pomáhá ukrajinským rodinám,Oblast rodinná politika,Magistrát města Ostravy,50000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2022 včetně Podmínek pro jednotlivé oblasti;;;;
2022,Balónek z.s.,Kamarádství nezná hranic,Oblast rodinná politika,Magistrát města Ostravy,49000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2022 včetně Podmínek pro jednotlivé oblasti;;;;
2022,Obecně prospěšná společnost DLAŇ ŽIVOTU,Integrační pobyt pro osamělé vdovy a matky s dětmi z Ukrajiny,Oblast rodinná politika,Magistrát města Ostravy,50000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2022 včetně Podmínek pro jednotlivé oblasti;;;;
"2022,""TACYKLISTIKA, z.s."",UEC evropský pohár v cyklokrosu Ostrava 2022,Oblast sportu,Magistrát města Ostravy,1000000,Mimořádná dotace";;;;
"2022,""Mysoval, z. s."",Volnočasové aktivity pro děti z Ukrajiny,Oblast volného času,Magistrát města Ostravy,25000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2022 včetně Podmínek pro jednotlivé oblasti";;;;
"2022,""Perinvest, a.s."",J&T Banka Ostrava Open 2022,Oblast sportu,Magistrát města Ostravy,2000000,Mimořádná dotace";;;;
"2022,HC VÍTKOVICE RIDERA a.s.,Poskytnutí peněžních prostředků na zmírnění ekonomických dopadů rostoucích cen energie,Oblast zmírnění ekonomických dopadů rostoucích cen energie,Magistrát města Ostravy,705000,""Program na zmírnění ekonomických dopadů rostoucích cen energií na činnost subjektů z oblasti sportu a tělovýchovy, kultury, volnočasových a prorodinných aktivit na území statutárního města Ostravy v roce 2022""";;;;
"2022,""VK Ostrava, s.r.o."",VK Ostrava - vytvoření podmínek pro udržení A týmu klubu v Extralize,Oblast sportu,Magistrát města Ostravy,300000,Mimořádná dotace";;;;
"2022,SBA SQUASH s.r.o,Dotace na návaznosti zvýšení cen energií,Oblast zmírnění ekonomických dopadů rostoucích cen energie,Magistrát města Ostravy,280000,""Program na zmírnění ekonomických dopadů rostoucích cen energií na činnost subjektů z oblasti sportu a tělovýchovy, kultury, volnočasových a prorodinných aktivit na území statutárního města Ostravy v roce 2022""";;;;
"2022,PYROTECHNICKÁ SLUŽBA s.r.o.,dotaci z programu na zmírnění ekonomických dopadů rostoucích cen energií na území města Ostravy 2022,Oblast zmírnění ekonomických dopadů rostoucích cen energie,Magistrát města Ostravy,17000,""Program na zmírnění ekonomických dopadů rostoucích cen energií na činnost subjektů z oblasti sportu a tělovýchovy, kultury, volnočasových a prorodinných aktivit na území statutárního města Ostravy v roce 2022""";;;;
"2022,1. SC Vítkovice z. s.,Finanční podporu zmírnění nárustu cen elektrické energie pro 1.SC Vítkovice,Oblast zmírnění ekonomických dopadů rostoucích cen energie,Magistrát města Ostravy,200000,""Program na zmírnění ekonomických dopadů rostoucích cen energií na činnost subjektů z oblasti sportu a tělovýchovy, kultury, volnočasových a prorodinných aktivit na území statutárního města Ostravy v roce 2022""";;;;
"2022,Maratón klub Seitl Ostrava z.s.,""Dotace na zmírnění dopadů rozstoucích cen energií na sporotovišti MK Seitl, z.s."",Oblast zmírnění ekonomických dopadů rostoucích cen energie,Magistrát města Ostravy,14500,""Program na zmírnění ekonomických dopadů rostoucích cen energií na činnost subjektů z oblasti sportu a tělovýchovy, kultury, volnočasových a prorodinných aktivit na území statutárního města Ostravy v roce 2022""";;;;
"2022,Sport Centrum Ostrava s.r.o.,finanční podporu z důvodu rostoucí ceny energie,Oblast zmírnění ekonomických dopadů rostoucích cen energie,Magistrát města Ostravy,420000,""Program na zmírnění ekonomických dopadů rostoucích cen energií na činnost subjektů z oblasti sportu a tělovýchovy, kultury, volnočasových a prorodinných aktivit na území statutárního města Ostravy v roce 2022""";;;;
"2022,Ostravská sportovní a.s.,poskytnutí peněžních prostředků,Oblast zmírnění ekonomických dopadů rostoucích cen energie,Magistrát města Ostravy,594000,""Program na zmírnění ekonomických dopadů rostoucích cen energií na činnost subjektů z oblasti sportu a tělovýchovy, kultury, volnočasových a prorodinných aktivit na území statutárního města Ostravy v roce 2022""";;;;
"2022,""Sdružení sportovních klubů Vítkovice, z.s."",Spolufinancování nákladů na spotřebu energií,Oblast zmírnění ekonomických dopadů rostoucích cen energie,Magistrát města Ostravy,0,""Program na zmírnění ekonomických dopadů rostoucích cen energií na činnost subjektů z oblasti sportu a tělovýchovy, kultury, volnočasových a prorodinných aktivit na území statutárního města Ostravy v roce 2022""";;;;
"2022,""Tělovýchovná jednota Sokol Stará Bělá, z.s."",Zmírnění dopadu zvýšení cen energií,Oblast zmírnění ekonomických dopadů rostoucích cen energie,Magistrát města Ostravy,55000,""Program na zmírnění ekonomických dopadů rostoucích cen energií na činnost subjektů z oblasti sportu a tělovýchovy, kultury, volnočasových a prorodinných aktivit na území statutárního města Ostravy v roce 2022""";;;;
"2022,""Junák - český skaut, středisko Stará Bělá, z. s."",Příměstský tábor pro děti z Ukrajiny,Oblast volného času,Magistrát města Ostravy,50000,Program na poskytování peněžních prostředků z rozpočtu SMO na rok 2022 včetně Podmínek pro jednotlivé oblasti";;;;
"2022,TJ SOKOL Pustkovec z.s.,Dotaci na zvýšení cen energií,Oblast zmírnění ekonomických dopadů rostoucích cen energie,Magistrát města Ostravy,0,""Program na zmírnění ekonomických dopadů rostoucích cen energií na činnost subjektů z oblasti sportu a tělovýchovy, kultury, volnočasových a prorodinných aktivit na území statutárního města Ostravy v roce 2022""";;;;
"2022,Centrum pro rodinu a sociální péči z. s.,Pokrytí zvýšených nákladů za energie v roce 2022 v zázemí prorodinných aktivit Střediska RODINA,Oblast zmírnění ekonomických dopadů rostoucích cen energie,Magistrát města Ostravy,39000,""Program na zmírnění ekonomických dopadů rostoucích cen energií na činnost subjektů z oblasti sportu a tělovýchovy, kultury, volnočasových a prorodinných aktivit na území statutárního města Ostravy v roce 2022""";;;;
"2022,Tělocvičná jednota Sokol Radvanice - Bartovice,Dotace vlivem nárustu cen energii,Oblast zmírnění ekonomických dopadů rostoucích cen energie,Magistrát města Ostravy,24000,""Program na zmírnění ekonomických dopadů rostoucích cen energií na činnost subjektů z oblasti sportu a tělovýchovy, kultury, volnočasových a prorodinných aktivit na území statutárního města Ostravy v roce 2022""";;;;
"2022,Ridera Sport a.s.,Dotace v návaznosti na zvýšení cen energií,Oblast zmírnění ekonomických dopadů rostoucích cen energie,Magistrát města Ostravy,1000000,""Program na zmírnění ekonomických dopadů rostoucích cen energií na činnost subjektů z oblasti sportu a tělovýchovy, kultury, volnočasových a prorodinných aktivit na území statutárního města Ostravy v roce 2022""";;;;
"2022,FBC OSTRAVA z.s.,ZVÝŠENÉ NÁKLADY ZA ENERGIE FBC OSTRAVA,Oblast zmírnění ekonomických dopadů rostoucích cen energie,Magistrát města Ostravy,127000,""Program na zmírnění ekonomických dopadů rostoucích cen energií na činnost subjektů z oblasti sportu a tělovýchovy, kultury, volnočasových a prorodinných aktivit na území statutárního města Ostravy v roce 2022""";;;;
"2022,SPORT MEXIKO z.s.,ZVÝŠENÉ NÁKLADY ZA ENERGIE SPORT MEXIKO,Oblast zmírnění ekonomických dopadů rostoucích cen energie,Magistrát města Ostravy,406000,""Program na zmírnění ekonomických dopadů rostoucích cen energií na činnost subjektů z oblasti sportu a tělovýchovy, kultury, volnočasových a prorodinných aktivit na území statutárního města Ostravy v roce 2022""";;;;
"2022,E-MOTION Park s.r.o.,poskytnutí peněžních prostředků pro E-MOTION Park,Oblast zmírnění ekonomických dopadů rostoucích cen energie,Magistrát města Ostravy,200000,""Program na zmírnění ekonomických dopadů rostoucích cen energií na činnost subjektů z oblasti sportu a tělovýchovy, kultury, volnočasových a prorodinných aktivit na území statutárního města Ostravy v roce 2022""";;;;
"2022,""TJ Sokol Hrabová, z.s."",Finační pomoc,Oblast zmírnění ekonomických dopadů rostoucích cen energie,Magistrát města Ostravy,63000,""Program na zmírnění ekonomických dopadů rostoucích cen energií na činnost subjektů z oblasti sportu a tělovýchovy, kultury, volnočasových a prorodinných aktivit na území statutárního města Ostravy v roce 2022""";;;;
"2022,""Mateřské centrum KRTEČEK Ostrava-Poruba, z. s."",dotaci v rámci programu a zmírnění ekonomických dopadů rostoucích cen energií na činnost spolku,Oblast zmírnění ekonomických dopadů rostoucích cen energie,Magistrát města Ostravy,25000,""Program na zmírnění ekonomických dopadů rostoucích cen energií na činnost subjektů z oblasti sportu a tělovýchovy, kultury, volnočasových a prorodinných aktivit na území statutárního města Ostravy v roce 2022""";;;;
"2022,""Fighting arena Ostrava, z. s."",První kroky k úpolovým sportům nejen pro všechny Porubáky,Oblast společenské odpovědnosti ve sportu,Magistrát města Ostravy,150000,Program na podporu společensky odpovědných projektů v oblasti sportu realizovaných na území statutárního města Ostravy v roce 2022";;;;
"2022,""Asociace TOM ČR, TOM 19061 Krokodýl"",Sportovní tréninky pro děti  MŠ,Oblast společenské odpovědnosti ve sportu,Magistrát města Ostravy,0,Program na podporu společensky odpovědných projektů v oblasti sportu realizovaných na území statutárního města Ostravy v roce 2022";;;;
"2022,""HC VÍTKOVICE RIDERA, spolek"",Bruslení pro školky,Oblast společenské odpovědnosti ve sportu,Magistrát města Ostravy,200000,Program na podporu společensky odpovědných projektů v oblasti sportu realizovaných na území statutárního města Ostravy v roce 2022";;;;
"2022,""Cirkus trochu jinak, z. s."",Education by Circus Ostrava 2022,Oblast společenské odpovědnosti ve sportu,Magistrát města Ostravy,100000,Program na podporu společensky odpovědných projektů v oblasti sportu realizovaných na území statutárního města Ostravy v roce 2022";;;;
2022,Tělovýchovná jednota Ostrava,Bezpečně nejen Ostravou!!!,Oblast společenské odpovědnosti ve sportu,Magistrát města Ostravy,0,Program na podporu společensky odpovědných projektů v oblasti sportu realizovaných na území statutárního města Ostravy v roce 2022;;;;
